custo_frete,distancia_km,peso_carga_kg,consumo_combustivel_kml,id
33291.160340519935,593.0831723286756,5961.421400739279,7.098844644378815,1.0
-20341.34560292781,1428.5357442943784,16486.077947661564,7.062082553105674,2.0
9212.147210151628,4993.375125505714,26251.902158354045,,3.0
8739.984461566073,918.054802085703,22100.634149082056,11.163008259964489,4.0
3772.3940741423103,276.2270286415329,24293.55386191277,12.905278748983545,5.0
3035.708397806802,276.1920544874938,19934.10931796616,4.759299604320038,6.0
4366.2102136403855,134.22123764388922,20922.15865327665,4.915996192405808,7.0
9450.266031561549,1305.955411373656,25551.27172117692,12.480998999657253,8.0
8657.883273690024,921.6167670276528,7865.206261345986,10.395488980249736,9.0
8621.152431213619,2539.5533821249333,14938.036427472643,3.538326691532604,10.0
3237.0145960550763,79.84751672891355,7025.678533678266,10.47056388554738,11.0
12184.800620818214,1456.369285634892,29636.206235901085,6.707012674125193,12.0
11133.899249367483,2554.7457795368755,28349.750520755093,7.424701865650151,13.0
4286.249921500894,357.89171048350045,1663.090935370924,12.236777019562563,14.0
4872.033115998456,313.6462024502959,21314.46758921281,12.731222312071328,15.0
6887.29411229089,315.93653928747904,27794.825363762146,7.804279522077968,16.0
7318.85058738117,491.1512522913297,5826.97268125634,14.365835232076256,17.0
6146.842558306612,810.8968258667448,17254.38430130257,7.877552615424866,18.0
7173.443342422626,676.3202770310678,27506.904778847234,12.26203242276132,19.0
4136.060433460791,472.2822532871608,1501.406368281066,8.806527174771109,20.0
8921.17626313198,937.1866973474504,21073.897883781778,13.770387918265008,21.0
5112.086286442217,252.26609794546067,9271.795717490248,13.893134923802144,22.0
7162.811856992083,473.6097403760663,27769.68776360765,4.049001694453006,23.0
6422.6587439891455,581.2246727758529,29146.21823237835,14.237919975722708,24.0
10554.649099726292,2569.24839285603,28355.8614288463,12.906418098244988,25.0
9483.934931712349,1188.5051440198697,14489.319391395182,12.495728571752002,26.0
5884.626934962331,339.5269841296216,25930.258204184745,5.410936076226269,27.0
9670.632343292804,795.6399356997368,25414.20725678457,12.66143050505598,28.0
8912.011737759298,909.0011248499616,9913.46396067604,13.201592816220442,29.0
4437.935047684441,117.3530984439967,24953.00648744498,6.469804013449812,30.0
7994.857488552454,930.9400352570856,1591.7252241070323,14.427120940347884,31.0
4303.982440218318,297.2599793465727,18089.961415220565,3.598321756789971,32.0
1779.6495261556884,144.3248098286553,7285.26069998724,4.798911038965676,33.0
7667.2319980160755,1425.8840290173332,4056.7231304297247,9.45097365661817,34.0
8290.56028752507,1450.1664479581111,2770.11944806167,9.909509653467715,35.0
10259.054883108987,1222.1761547688686,21040.518888405124,10.741800999610842,36.0
3365.000223083467,491.6899653013875,10526.311431157952,3.203629551785597,37.0
5266.568989259707,191.6245653092566,21880.619760098463,14.524401295465562,38.0
7959.753115818159,1042.1378884426276,2428.0120535688,3.535057112809728,39.0
6223.455559408449,688.2211159224219,9801.064966003005,4.716743432680829,40.0
3157.8353912844545,226.9554405249293,16414.993125072448,3.168174210312684,41.0
8855.16112014292,768.0065196613417,23826.333362749425,9.802301199529136,42.0
3906.808577554372,99.86335561706667,9903.198836496062,14.187202607051669,43.0
11047.94910833996,1368.514583014234,18963.79560489177,10.991365992965571,44.0
7805.795796668816,425.2309733200245,26636.34357296752,12.871889621765128,45.0
7134.351887232881,1010.657312313274,18667.964051377985,3.159374441502961,46.0
4462.721920985697,501.98106032964586,7372.304505232196,9.504183581756712,47.0
7069.358423612672,804.0986307078257,1219.8230559178714,8.514755730066263,48.0
9242.07723657453,842.7299050477554,26167.91678007743,8.987615330649517,49.0
221.64033108044717,318.0389605120142,1127.4476200864206,3.866558224022256,50.0
11484.367422246163,1455.89771025861,26303.69934418388,11.21322433283169,51.0
8506.534010714684,1173.942593873616,16103.645453802754,9.038644978303614,52.0
11696.83618780805,1412.2734652680742,28202.49710613044,12.181786198335168,53.0
11771.00864663978,1347.4996581200908,24064.10545532313,8.823487608740585,54.0
8556.40236740084,916.9549692760736,29939.05626073345,4.792579634717185,55.0
8784.375078431369,1386.7176407835193,10845.99855582545,10.779083448933864,56.0
3835.288524317024,178.31412797528327,23132.054523468243,5.068636345261995,57.0
6142.056547353812,334.1751505077605,12356.961951472644,13.468734760257778,58.0
3895.3648827303577,115.5795689202802,14656.330798965311,10.357394868830898,59.0
4842.399383901056,521.7289796067332,19011.41116494192,4.886446602683451,60.0
8936.08845379187,613.582070049749,26273.474868496996,14.548056689774482,61.0
8632.596315942512,443.4560960721491,29530.462341379207,9.220385560023848,62.0
9811.134629702308,1251.6693882702975,23164.065709003287,3.87478142245986,63.0
7524.214109550017,567.2923237057045,12824.120073936348,10.521994852980807,64.0
4209.841510916709,457.3550390467021,12930.03156717357,6.038386884153723,65.0
8930.916565965996,836.9093205794603,22258.677896872297,12.644321422527629,66.0
4560.314203106696,254.34012621340585,7543.925800164919,12.813864882794288,67.0
9509.979482323282,1213.1856220933576,3758.9863373761423,14.747368270255942,68.0
4131.634012558355,158.0984333356677,10961.353650402909,9.022434372294043,69.0
9075.21270602508,1480.98605807075,8973.55025379541,8.459482556732846,70.0
9828.55767133097,1169.7549154801532,9241.089553451708,12.041707265357768,71.0
1719.875192985391,338.13773822455,7391.428655972343,4.589647876103118,72.0
1041.050829170201,58.00706982922348,1741.7490942726756,9.56298616551749,73.0
10311.443805248393,1232.4190712595096,1027.2810746357072,9.554971201570211,74.0
8643.11154788257,1074.9431485790449,29637.81049721293,4.073677473724647,75.0
9179.913869020747,1107.0603936594316,13119.30744520794,8.015809026082962,76.0
11371.647531582406,1168.3420026946212,11837.63609121061,13.239417582806423,77.0
3182.09582302542,157.36474501443104,20549.59483944556,13.273843463935924,78.0
5507.142077110859,569.7753063891953,6938.489692019393,4.190851979036172,79.0
5409.109899064421,218.0101363114381,28523.854926531647,4.08865059297397,80.0
11748.084055861616,1301.499967519611,23697.177925258784,6.152345724023224,81.0
6600.589264785918,953.782283899959,3137.6245682116555,13.497192750647924,82.0
6291.494829878256,529.8021360363414,12818.632885655386,4.546831020881987,83.0
4942.774941585238,142.15960791473427,26433.99007308386,11.639961631529356,84.0
7239.156599546317,500.9243664877102,28369.594657596605,4.213987435357239,85.0
6095.923356121373,521.5158169387832,14288.344581871155,10.477654244973904,86.0
9624.53871544364,1107.928958590193,18595.63598171588,7.272807589429737,87.0
7957.304502720151,974.458333465059,5427.501409716219,12.466967555590404,88.0
8977.69532377659,1336.4584767356737,29739.47447104081,5.804285385904363,89.0
3420.530094097398,734.7116414848265,7334.315190811581,10.67042195267952,90.0
5323.670633716923,223.41165661053748,28310.58733698621,5.828190414910619,91.0
9436.531963732024,1084.2049414733428,19664.57614527487,11.563923397345846,92.0
10703.563381731232,1153.1383204945014,18428.235448926345,13.484136414728985,93.0
6533.861641938197,863.8519364757695,15624.311074987005,4.5216215895211205,94.0
11267.895034584984,1167.9024109341135,7304.759445673882,13.399148263146042,95.0
6655.893506480701,766.0036147283665,5707.576944162493,10.122903052971576,96.0
5198.3647802746655,807.9626026038914,7004.343167570173,4.525325890404288,97.0
5913.128775635211,669.9344766198969,5999.928733255509,8.130502264316544,98.0
3341.452773399542,86.85773377893803,23497.741970219224,4.930323521821174,99.0
4488.8475276370655,206.44256914029145,10828.695145418538,11.404174666398834,100.0
1902.3008274580875,95.57231924576467,2206.358958620193,12.106417613015395,101.0
8618.154687372915,972.7950963324816,29088.52758915393,4.269558243273588,102.0
6523.132473877447,505.8161725606737,26571.68360642106,9.073678232335732,103.0
8156.370255463495,787.4275021888191,27868.692354258783,12.775500672311006,104.0
14637.362180566195,1365.971387192835,29849.78076806984,14.233956498611958,105.0
3369.0671567669124,411.4737322658687,5629.909851974875,9.16221440090124,106.0
7331.824507880474,645.0552384016631,12189.139557628434,14.403350683336884,107.0
9097.394751909887,1145.5491508874206,22868.03503327069,9.428267645472358,108.0
5855.144180992605,381.7573399628526,21032.60823258687,7.730285935198895,109.0
2673.3996440193537,161.62086925174984,5039.929237025724,13.178437542634748,110.0
7430.921081382105,470.1396067249637,24567.077187223225,8.915792525497068,
5899.676231223378,283.77086651830643,7120.996869181489,8.662830126774276,112.0
8637.780680693311,1398.061595896731,7102.619637267381,8.883749872917939,113.0
11592.2001665463,1221.7745503684046,16340.7454753557,13.161420022436944,114.0
8856.13039813923,968.435446940114,17991.728077830245,12.983298500256623,115.0
11403.58269491509,1313.6178557721908,17612.54313121543,7.842239909282535,116.0
9984.92737762721,1215.324511503716,3198.861703233769,6.9995983184463,117.0
5788.0647176688335,320.526585384752,26385.09544759622,8.90313628846955,118.0
8008.960807163431,1344.2105478104677,8335.201256366829,9.873270116845308,119.0
6712.393964616023,832.0462507776936,4320.690177842724,5.860046527535964,120.0
11505.65737181447,1220.7882249878908,26718.068356134827,12.527461016587088,121.0
11885.183649758555,1349.3323848890652,28691.71919777773,8.837793188789075,122.0
6210.665938842631,511.1050387092026,25932.764709330797,7.008546581039515,123.0
3457.8264377169257,209.5752905651313,24380.724204383903,4.281851915567888,124.0
6219.070337249823,380.50598568581546,19829.63842885114,5.866141924843284,125.0
8219.625517607714,669.3062935080717,16750.29243296961,14.391374061071804,126.0
6375.900208859873,1236.121410587615,3066.109417386599,6.661196241834319,127.0
9437.37122485083,1298.059345721698,12549.369785585612,5.026311472404424,128.0
3641.617369475943,60.08058927022652,11494.311251863262,8.528073499859918,129.0
5780.903265521347,790.5835887374703,8162.736620929623,6.685052920322985,130.0
7764.5145431031615,655.2459545657296,21840.89335381325,3.42191100325433,131.0
4130.490403518505,372.0563251825589,15128.33418482374,6.877742607353007,132.0
3144.984449396645,223.8047826338401,2890.863369275614,9.529303487273625,133.0
6090.008219244364,539.5419985352605,6995.404457519435,9.620548464239604,134.0
10684.213067316825,1417.2190706731528,20656.13352795808,7.278707054122664,135.0
3156.9107532946664,518.6442514300951,2745.860354963856,8.367633075031208,136.0
9673.33478084014,802.2464015278808,25610.60396443868,14.586215018817196,137.0
7948.81626006878,1069.377490398008,15106.822546912244,7.528181726763739,138.0
6430.785617103716,577.2629234499763,14677.304031136116,6.098721759119796,139.0
10428.562314227907,1459.084019945393,17976.02964745577,5.921604528801121,140.0
11503.694461346808,1445.5485776660612,24828.0884947919,8.49317535244961,141.0
